SMILES,ExcitationEnergy,OscillatorStrength,score,Valid,CanonicalSMILES
NO[S](ON(F)N1ONN[PH]1C1=CC=C1)SSNNO[SH](O)NP1PN[PH]1OOO,2.387828508670402,1.0757487244599395,2.5687034724312645,True,NO[S](ON(F)N1ONN[PH]1C1=CC=C1)SSNNO[SH](O)NP1PN[PH]1OOO
NO[S](ON(F)N1ONN[PH]1C1=CC=C1)SSNNO[SH](NP1PN[PH]1O)OOO,2.389844268051783,1.0681905580951103,2.552809082450634,True,NO[S](ON(F)N1ONN[PH]1C1=CC=C1)SSNNO[SH](NP1PN[PH]1O)OOO
NO[S](ON(F)N1ONN[PH]1C1=CC=C1)SSNNO[SH](NP1PN[PH]1OO)OO,2.354468508060051,1.083520724534326,2.55111542374648,True,NO[S](ON(F)N1ONN[PH]1C1=CC=C1)SSNNO[SH](NP1PN[PH]1OO)OO
OOOOOO[S](NP1PPN[PH]1OO)ON[SH]=CON(F)N1ONN[PH]1C1=CC=C1,2.491016260759036,1.0176326823795836,2.534939559287378,True,OOOOOO[S](NP1PPN[PH]1OO)ON[SH]=CON(F)N1ONN[PH]1C1=CC=C1
OOOOOO[SH](NP1PN[PH]1OO)ON[SH]=CON(F)N1ONN[PH]1C1=CC=C1,2.481168265954653,1.020321793691814,2.5315900555700592,True,OOOOOO[SH](NP1PN[PH]1OO)ON[SH]=CON(F)N1ONN[PH]1C1=CC=C1
NO[S](ON(F)N1ONN[PH]1C1=CC=C1)SONNO[SH](O)NP1PN[PH]1OO,2.313754104549957,1.0843383244984677,2.5088922490291528,True,NO[S](ON(F)N1ONN[PH]1C1=CC=C1)SONNO[SH](O)NP1PN[PH]1OO
OOO[PH]1NPPP1[SH](F)SN(O)SOOSN(S)N1ONC[PH]1C1=CC=C1,2.688398286331061,0.926018742334288,2.489507200001944,True,OOO[PH]1NPPP1[SH](F)SN(O)SOOSN(S)N1ONC[PH]1C1=CC=C1
NO[S](ON(F)N1ONN[PH]1C1=CC=C1)SN[SH](NOOCl)NP1PN[PH]1OO,2.593666234786583,0.9326036028862,2.418862475246252,True,NO[S](ON(F)N1ONN[PH]1C1=CC=C1)SN[SH](NOOCl)NP1PN[PH]1OO
NO[S](ON(F)N1ONN[PH]1C1=CC=C1)SNO[SH](NP1PN[PH]1OO)ON,2.335964102561546,1.0338012383081847,2.414922581871594,True,NO[S](ON(F)N1ONN[PH]1C1=CC=C1)SNO[SH](NP1PN[PH]1OO)ON
NO[S](ON(F)N1ONN[PH]1C1=CC=C1)S[SH](PO)PP1N[PH]1OOO,2.58190909007294,0.922015273412873,2.380559615610784,True,NO[S](ON(F)N1ONN[PH]1C1=CC=C1)S[SH](PO)PP1N[PH]1OOO
NN[SH](NP1PSN[PH]1OO)SS[S](ON)ON(F)N1ONN[PH]1C1=CC=C1,2.595794409658452,0.914023573076394,2.372617281287747,True,NN[SH](NP1PSN[PH]1OO)SS[S](ON)ON(F)N1ONN[PH]1C1=CC=C1
OOON[SH](NP1PPN[PH]1OO)[S](O)ON(F)N1ONN[PH]1C1=CC=C1,2.619081832320762,0.904393316840132,2.3686801054083046,True,OOON[SH](NP1PPN[PH]1OO)[S](O)ON(F)N1ONN[PH]1C1=CC=C1
NO[S](ON(F)N1ONN[PH]1C1=CC=C1)S[S](NCl)NP1PPN[PH]1OO,2.620136122029581,0.8979018358349801,2.3526250341079065,True,NO[S](ON(F)N1ONN[PH]1C1=CC=C1)S[S](NCl)NP1PPN[PH]1OO
NO[S](ON(F)N1ONN[PH]1C1=CC=C1)SN[SH](NNP1PN[PH]1OO)ON,2.557025767397158,0.9167537473513022,2.344162954335184,True,NO[S](ON(F)N1ONN[PH]1C1=CC=C1)SN[SH](NNP1PN[PH]1OO)ON
OO[PH]1NPPP1SS[S](OBr)ON(F)N1ONN[PH]1C1=CC=C1,2.549172954908044,0.9149700955566434,2.332417022142624,True,OO[PH]1NPPP1SS[S](OBr)ON(F)N1ONN[PH]1C1=CC=C1
NO[S](ON(F)N1ONN[PH]1C1=CC=C1)SNON[SH](F)N1PP[PH]1OO,2.506561523644129,0.928763369959593,2.328002527710773,True,NO[S](ON(F)N1ONN[PH]1C1=CC=C1)SNON[SH](F)N1PP[PH]1OO
OOON(SOOSN(S)N1ON[PH]1C1=CC=C1)S[SH](F)P1PPN[PH]1OO,2.51317174781597,0.923454029677974,2.3207985777934943,True,OOON(SOOSN(S)N1ON[PH]1C1=CC=C1)S[SH](F)P1PPN[PH]1OO
OO[PH]1NPPP1[SH](F)SN(O)SOOSN(S)N1ONN[PH]1C1=CC=C1,2.4768725504282747,0.9272425297237106,2.296661569462332,True,OO[PH]1NPPP1[SH](F)SN(O)SOOSN(S)N1ONN[PH]1C1=CC=C1
OO[PH]1NPPP1SSNO[S](ON(F)N1ONN[PH]1C1=CC=C1)SCl,2.491792554663649,0.9209081394016744,2.294712045290246,True,OO[PH]1NPPP1SSNO[S](ON(F)N1ONN[PH]1C1=CC=C1)SCl
OOOOOON[SH](NN=CON(F)N1ONN[PH]1C1=CC=C1)NNP1PPN[PH]1OO,2.517297444279266,0.9109114831020436,2.29303514837741,True,OOOOOON[SH](NN=CON(F)N1ONN[PH]1C1=CC=C1)NNP1PPN[PH]1OO
NO[S](ON(F)N1ONN[PH]1C1=CC=C1)SNONN[SH](NP1PN[PH]1OO)OOO,2.514178463157018,0.9103772484037612,2.288850871284883,True,NO[S](ON(F)N1ONN[PH]1C1=CC=C1)SNONN[SH](NP1PN[PH]1OO)OOO
CO[S](ON(F)N1ONN[PH]1C1=CC=C1)[SH](N)NP1PPN[PH]1OO,2.5305090345454944,0.902104435624679,2.2827834244518144,True,CO[S](ON(F)N1ONN[PH]1C1=CC=C1)[SH](N)NP1PPN[PH]1OO
OOOOO[SH](N=CON(F)N1ONN[PH]1C1=CC=C1)NP1PPN[PH]1OO,2.5752857386668526,0.8854904830435911,2.2803910127073825,True,OOOOO[SH](N=CON(F)N1ONN[PH]1C1=CC=C1)NP1PPN[PH]1OO
CO[S](ON(F)N1ONN[PH]1C1=CC=C1)S[SH](F)P1PPN[PH]1OO,2.5119066903104685,0.9063163566641133,2.276582119842395,True,CO[S](ON(F)N1ONN[PH]1C1=CC=C1)S[SH](F)P1PPN[PH]1OO
OOONS(=CON(F)N1ONN[PH]1C1=CC=C1)OOP1PPN[PH]1OO,2.496888019089506,0.8966030407150588,2.238717390240651,True,OOONS(=CON(F)N1ONN[PH]1C1=CC=C1)OOP1PPN[PH]1OO
NO[S](ON(F)N1ONN[PH]1C1=CC=C1)SNON[SH](NOOO)NP1PN[PH]1OO,2.418884434039665,0.9242123809986644,2.2355629421444054,True,NO[S](ON(F)N1ONN[PH]1C1=CC=C1)SNON[SH](NOOO)NP1PN[PH]1OO
OOO[SH](NN=CON(F)N1ON[PH]1C1=CC=C1)NP1PPN[PH]1OO,2.5325110699733093,0.8826773802342741,2.235390236658339,True,OOO[SH](NN=CON(F)N1ON[PH]1C1=CC=C1)NP1PPN[PH]1OO
NO[S](ON(F)N1ONN[PH]1C1=CC=C1)SN[SH](O)NP1PSN[PH]1OOO,2.4196058156321745,0.9225226841410002,2.2321412516001677,True,NO[S](ON(F)N1ONN[PH]1C1=CC=C1)SN[SH](O)NP1PSN[PH]1OOO
NO[S](ON(F)N1ON[PH]1C1=CC=C1)SNON[SH](NOOO)NP1PN[PH]1OF,2.4500671040607216,0.91041442902987,2.230576443628309,True,NO[S](ON(F)N1ON[PH]1C1=CC=C1)SNON[SH](NOOO)NP1PN[PH]1OF
NO[S](ON(F)N1ON[PH]1C1=CC=C1)SNON[SH](NP1PN[PH]1OO)ON,2.4033921003413927,0.9226621572915052,2.2175189401183513,True,NO[S](ON(F)N1ON[PH]1C1=CC=C1)SNON[SH](NP1PN[PH]1OO)ON
